data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2023,52364166,,51
2023,51950430,,51
2023,51950431,,52
2023,51950432,,51
2023,52364167,,51
2023,53235267,,51
2023,52364168,,51
2023,51950434,,51
2023,52364169,,51
2023,52364170,,51
2023,52364171,,51
2023,51950435,,52
2023,52364172,,51
2023,51950436,,53
2023,52364173,,51
2023,51950437,,51
2023,52364174,,51
2023,51950438,,51
2023,51950439,,51
2023,52364175,,3
2023,51950441,,51
2023,51950442,,51
2023,51950443,,51
2023,52364176,,51
2023,51950444,,53
2023,52364177,,51
2023,52364178,,51
2023,51950445,,51
2023,51950446,,51
2023,52364179,,51
2023,51950447,,51
2023,52364180,,51
2023,52364181,,3
2023,51950448,,51
2023,52364182,,3
2023,52364183,,1
2023,52364184,,51
2023,52364185,,51
2023,52364186,,51
2023,52364187,,51
2023,52364188,,51
2023,52364189,,51
2023,52364190,,51
2023,52364191,,51
2023,52364192,,51
2023,52364193,,51
2023,52364194,,51
2023,52364195,,51
2023,52364196,,53
2023,52364197,,51
2023,52364198,,51
2023,52364199,,51
2023,52364200,,51
2023,52364201,,51
2023,52364202,,51
2023,52364203,,3
2023,52364204,,51
2023,52364205,,51
2023,52364206,,51
2023,52364207,,51
2023,52364208,,51
2023,52364209,,51
2023,52364210,,51
2023,52364211,,51
2023,52364212,,51
2023,52364213,,51
2023,52364214,,51
2023,52364215,,51
2023,52364216,,51
2023,52364217,,51
2023,52364218,,51
2023,52364219,,51
2023,52364220,,51
2023,52364221,,51
2023,52364222,,51
2023,52364223,,51
2023,52364224,,51
2023,52364225,,51
2023,52364226,,5
2023,52364227,,3
2023,52364227,,5
2023,52364228,,51
2023,52364229,,3
2023,52364230,,51
2023,52364231,,51
2023,52364232,,51
2023,52364233,,51
2023,52364234,,3
2023,52364235,,51
2023,52364236,,51
2023,52364237,,51
2023,52364238,,51
2023,52364239,,51
2023,52364240,,51
2023,53732313,,51
2023,53732314,,51
2023,52364241,,51
2023,52364242,,51
2023,52364243,,51
2023,52364244,,51
2023,52364245,,51
2023,52364246,,51
2023,52364247,,51
2023,52364248,,52
2023,52364249,,9
2023,52364250,,3
2023,52364250,,5
2023,54438452,,51
2023,52364251,,51
2023,52364252,,51
2023,52364253,,51
2023,52364254,,51
2023,52364255,,51
2023,52364256,,51
2023,52364257,,51
2023,52364258,,51
2023,52364259,,51
2023,52364260,,51
2023,52364261,,51
2023,52364262,,51
2023,54438453,,51
2023,52364263,,51
2023,52364264,,51
