Site,Station,Water Year,Month,Snow Depth (in)
San Antonio Sink,06N15,1981.0,April,10
San Antonio Sink,06N15,1982.0,April,42
San Antonio Sink,06N15,1983.0,April,34
San Antonio Sink,06N15,1984.0,April,36
San Antonio Sink,06N15,1985.0,April,34
San Antonio Sink,06N15,1986.0,April,13
San Antonio Sink,06N15,1987.0,April,27
San Antonio Sink,06N15,1988.0,April,16
San Antonio Sink,06N15,1989.0,April,22
San Antonio Sink,06N15,1990.0,April,4
San Antonio Sink,06N15,1991.0,April,41
San Antonio Sink,06N15,1992.0,April,26
San Antonio Sink,06N15,1993.0,April,45
San Antonio Sink,06N15,1994.0,April,30
San Antonio Sink,06N15,1995.0,April,33
San Antonio Sink,06N15,1996.0,April,13
San Antonio Sink,06N15,1997.0,April,22
San Antonio Sink,06N15,1998.0,April,21
San Antonio Sink,06N15,1999.0,April,4
San Antonio Sink,06N15,2000.0,April,10
San Antonio Sink,06N15,2001.0,April,17
San Antonio Sink,06N15,2002.0,April,7
San Antonio Sink,06N15,2003.0,April,19
San Antonio Sink,06N15,2004.0,April,8
San Antonio Sink,06N15,2005.0,April,38
San Antonio Sink,06N15,2006.0,April,14
San Antonio Sink,06N15,2007.0,April,6
San Antonio Sink,06N15,2008.0,April,41
San Antonio Sink,06N15,2009.0,April,26
San Antonio Sink,06N15,2010.0,April,40
San Antonio Sink,06N15,2011.0,April,11
San Antonio Sink,06N15,2012.0,April,7
San Antonio Sink,06N15,2013.0,April,13
San Antonio Sink,06N15,2014.0,April,14
San Antonio Sink,06N15,2015.0,April,12
San Antonio Sink,06N15,2016.0,April,8
San Antonio Sink,06N15,2017.0,April,28
San Antonio Sink,06N15,2018.0,April,4
San Antonio Sink,06N15,2019.0,April,32
Santa Fe,05P09S,2002.0,April,21
Santa Fe,05P09S,2003.0,April,68
Santa Fe,05P09S,2004.0,April,36
Santa Fe,05P09S,2005.0,April,87
Santa Fe,05P09S,2006.0,April,10
Santa Fe,05P09S,2007.0,April,40
Santa Fe,05P09S,2008.0,April,55
Santa Fe,05P09S,2009.0,April,43
Santa Fe,05P09S,2010.0,April,68
Santa Fe,05P09S,2011.0,April,24
Santa Fe,05P09S,2012.0,April,30
Santa Fe,05P09S,2013.0,April,32
Santa Fe,05P09S,2014.0,April,33
Santa Fe,05P09S,2015.0,April,40
Santa Fe,05P09S,2016.0,April,43
Santa Fe,05P09S,2017.0,April,43
Santa Fe,05P09S,2018.0,April,14
Santa Fe,05P09S,2019.0,April,60
Senorita Divide #2,06P10S,2002.0,April,0
Senorita Divide #2,06P10S,2003.0,April,20
Senorita Divide #2,06P10S,2004.0,April,5
Senorita Divide #2,06P10S,2005.0,April,40
Senorita Divide #2,06P10S,2006.0,April,2
Senorita Divide #2,06P10S,2007.0,April,13
Senorita Divide #2,06P10S,2008.0,April,24
Senorita Divide #2,06P10S,2009.0,April,7
Senorita Divide #2,06P10S,2010.0,April,29
Senorita Divide #2,06P10S,2011.0,April,0
Senorita Divide #2,06P10S,2012.0,April,12
Senorita Divide #2,06P10S,2013.0,April,7
Senorita Divide #2,06P10S,2014.0,April,0
Senorita Divide #2,06P10S,2015.0,April,4
Senorita Divide #2,06P10S,2016.0,April,7
Senorita Divide #2,06P10S,2017.0,April,14
Senorita Divide #2,06P10S,2018.0,April,0
Senorita Divide #2,06P10S,2019.0,April,24
Shuree,05N23,1998.0,April,16
Shuree,05N23,1999.0,April,0
Shuree,05N23,2000.0,April,0
Shuree,05N23,2001.0,April,9
Shuree,05N23,2002.0,April,0
Shuree,05N23,2003.0,April,15
Shuree,05N23,2004.0,April,0
Shuree,05N23,2005.0,April,26
Shuree,05N23,2006.0,April,7
Shuree,05N23,2007.0,April,5
Shuree,05N23,2008.0,April,6
Shuree,05N23,2009.0,April,2
Shuree,05N23,2010.0,April,33
Shuree,05N23,2011.0,April,0
Shuree,05N23,2012.0,April,0
Shuree,05N23,2013.0,April,16
Shuree,05N23,2014.0,April,0
Shuree,05N23,2015.0,April,17
Shuree,05N23,2016.0,April,0
Shuree,05N23,2017.0,April,8
Shuree,05N23,2018.0,April,3
Shuree,05N23,2019.0,April,31
Shuree,05N23S,2011.0,April,0
Shuree,05N23S,2012.0,April,0
Shuree,05N23S,2013.0,April,10
Shuree,05N23S,2014.0,April,0
Shuree,05N23S,2015.0,April,9
Shuree,05N23S,2016.0,April,4
Shuree,05N23S,2017.0,April,8
Shuree,05N23S,2018.0,April,0
Shuree,05N23S,2019.0,April,26
Sierra Blanca,05R01S,2003.0,April,31
Sierra Blanca,05R01S,2004.0,April,18
Sierra Blanca,05R01S,2005.0,April,54
Sierra Blanca,05R01S,2007.0,April,24
Sierra Blanca,05R01S,2008.0,April,2
Sierra Blanca,05R01S,2009.0,April,13
Sierra Blanca,05R01S,2010.0,April,73
Sierra Blanca,05R01S,2011.0,April,0
Sierra Blanca,05R01S,2012.0,April,9
Sierra Blanca,05R01S,2013.0,April,0
Sierra Blanca,05R01S,2014.0,April,0
Sierra Blanca,05R01S,2015.0,April,3
Sierra Blanca,05R01S,2016.0,April,0
Sierra Blanca,05R01S,2017.0,April,0
Sierra Blanca,05R01S,2018.0,April,0
Sierra Blanca,05R01S,2019.0,April,5
Signal Peak,08T01S,2004.0,April,0
Signal Peak,08T01S,2005.0,April,1
Signal Peak,08T01S,2006.0,April,0
Signal Peak,08T01S,2009.0,April,1
Signal Peak,08T01S,2010.0,April,10
Signal Peak,08T01S,2011.0,April,0
Signal Peak,08T01S,2012.0,April,0
Signal Peak,08T01S,2013.0,April,0
Signal Peak,08T01S,2014.0,April,0
Signal Peak,08T01S,2015.0,April,0
Signal Peak,08T01S,2016.0,April,0
Signal Peak,08T01S,2017.0,April,0
Signal Peak,08T01S,2018.0,April,0
Signal Peak,08T01S,2019.0,April,0
Silver Creek Divide,08S08S,2002.0,April,3
Silver Creek Divide,08S08S,2003.0,April,25
Silver Creek Divide,08S08S,2004.0,April,12
Silver Creek Divide,08S08S,2005.0,April,35
Silver Creek Divide,08S08S,2006.0,April,4
Silver Creek Divide,08S08S,2007.0,April,17
Silver Creek Divide,08S08S,2008.0,April,15
Silver Creek Divide,08S08S,2009.0,April,9
Silver Creek Divide,08S08S,2010.0,April,49
Silver Creek Divide,08S08S,2011.0,April,0
Silver Creek Divide,08S08S,2012.0,April,7
Silver Creek Divide,08S08S,2013.0,April,1
Silver Creek Divide,08S08S,2014.0,April,0
Silver Creek Divide,08S08S,2015.0,April,0
Silver Creek Divide,08S08S,2016.0,April,0
Silver Creek Divide,08S08S,2017.0,April,0
Silver Creek Divide,08S08S,2018.0,April,0
Silver Creek Divide,08S08S,2019.0,April,2
State Line,09S08,1938.0,April,0
State Line,09S08,1939.0,April,0
State Line,09S08,1940.0,April,0
State Line,09S08,1941.0,April,3
State Line,09S08,1942.0,April,0
State Line,09S08,1943.0,April,0
State Line,09S08,1944.0,April,0
State Line,09S08,1945.0,April,9
State Line,09S08,1946.0,April,0
State Line,09S08,1947.0,April,0
State Line,09S08,1948.0,April,6
State Line,09S08,1951.0,April,0
State Line,09S08,1952.0,April,1
State Line,09S08,1953.0,April,0
State Line,09S08,1954.0,April,0
State Line,09S08,1956.0,April,0
State Line,09S08,1957.0,April,0
State Line,09S08,1958.0,April,6
State Line,09S08,1959.0,April,0
State Line,09S08,1960.0,April,0
State Line,09S08,1961.0,April,0
State Line,09S08,1962.0,April,2
State Line,09S08,1963.0,April,0
State Line,09S08,1964.0,April,0
State Line,09S08,1965.0,April,0
State Line,09S08,1966.0,April,0
State Line,09S08,1967.0,April,0
State Line,09S08,1968.0,April,13
State Line,09S08,1969.0,April,1
State Line,09S08,1970.0,April,0
State Line,09S08,1971.0,April,0
State Line,09S08,1972.0,April,0
State Line,09S08,1973.0,April,26
State Line,09S08,1974.0,April,0
State Line,09S08,1975.0,April,2
State Line,09S08,1976.0,April,4
State Line,09S08,1977.0,April,1
State Line,09S08,1978.0,April,0
State Line,09S08,1979.0,April,7
State Line,09S08,1980.0,April,5
State Line,09S08,1981.0,April,0
State Line,09S08,1982.0,April,0
State Line,09S08,1983.0,April,15
State Line,09S08,1984.0,April,0
State Line,09S08,1985.0,April,0
State Line,09S08,1986.0,April,0
State Line,09S08,1987.0,April,14
State Line,09S08,1988.0,April,0
State Line,09S08,1989.0,April,0
State Line,09S08,1990.0,April,0
State Line,09S08,1991.0,April,11
State Line,09S08,1992.0,April,0
State Line,09S08,1993.0,April,0
State Line,09S08,1994.0,April,0
State Line,09S08,1995.0,April,0
State Line,09S08,1996.0,April,0
State Line,09S08,1997.0,April,0
State Line,09S08,1998.0,April,3
State Line,09S08,1999.0,April,0
State Line,09S08,2000.0,April,0
State Line,09S08,2001.0,April,0
State Line,09S08,2002.0,April,0
State Line,09S08,2003.0,April,0
State Line,09S08,2004.0,April,0
State Line,09S08,2005.0,April,0
State Line,09S08,2006.0,April,0
State Line,09S08,2007.0,April,0
State Line,09S08,2008.0,April,0
State Line,09S08,2009.0,April,0
State Line,09S08,2010.0,April,18
State Line,09S08,2012.0,April,0
State Line,09S08,2013.0,April,0
State Line,09S08,2014.0,April,0
State Line,09S08,2015.0,April,0
State Line,09S08,2016.0,April,0
State Line,09S08,2017.0,April,0
State Line,09S08,2018.0,April,1
State Line,09S08,2019.0,April,0
Taos Canyon,05N02,1937.0,April,30
Taos Canyon,05N02,1938.0,April,14
Taos Canyon,05N02,1939.0,April,6
Taos Canyon,05N02,1940.0,April,9
Taos Canyon,05N02,1941.0,April,39
Taos Canyon,05N02,1942.0,April,23
Taos Canyon,05N02,1943.0,April,11
Taos Canyon,05N02,1944.0,April,21
Taos Canyon,05N02,1945.0,April,35
Taos Canyon,05N02,1946.0,April,11
Taos Canyon,05N02,1947.0,April,18
Taos Canyon,05N02,1948.0,April,29
Taos Canyon,05N02,1949.0,April,15
Taos Canyon,05N02,1950.0,April,9
Taos Canyon,05N02,1951.0,April,14
Taos Canyon,05N02,1952.0,April,26
Taos Canyon,05N02,1953.0,April,7
Taos Canyon,05N02,1954.0,April,7
Taos Canyon,05N02,1955.0,April,7
Taos Canyon,05N02,1956.0,April,4
Taos Canyon,05N02,1957.0,April,10
Taos Canyon,05N02,1958.0,April,23
Taos Canyon,05N02,1959.0,April,6
Taos Canyon,05N02,1960.0,April,13
Taos Canyon,05N02,1961.0,April,12
Taos Canyon,05N02,1962.0,April,23
Taos Canyon,05N02,1963.0,April,10
Taos Canyon,05N02,1964.0,April,13
Taos Canyon,05N02,1965.0,April,24
Taos Canyon,05N02,1966.0,April,6
Taos Canyon,05N02,1967.0,April,1
Taos Canyon,05N02,1968.0,April,19
Taos Canyon,05N02,1969.0,April,31
Taos Canyon,05N02,1970.0,April,18
Taos Canyon,05N02,1971.0,April,0
Taos Canyon,05N02,1972.0,April,6
Taos Canyon,05N02,1973.0,April,37
Taos Canyon,05N02,1974.0,April,14
Taos Canyon,05N02,1975.0,April,29
Taos Canyon,05N02,1976.0,April,18
Taos Canyon,05N02,1977.0,April,11
Taos Canyon,05N02,1978.0,April,15
Taos Canyon,05N02,1979.0,April,25
Taos Canyon,05N02,1980.0,April,23
Taos Canyon,05N02,1981.0,April,0
Taos Canyon,05N02,1982.0,April,15
Taos Canyon,05N02,1983.0,April,29
Taos Canyon,05N02,1984.0,April,29
Taos Canyon,05N02,1985.0,April,20
Taos Canyon,05N02,1986.0,April,4
Taos Canyon,05N02,1987.0,April,28
Taos Canyon,05N02,1988.0,April,6
Taos Canyon,05N02,1989.0,April,7
Taos Canyon,05N02,1990.0,April,17
Taos Canyon,05N02,1991.0,April,26
Taos Canyon,05N02,1992.0,April,23
Taos Canyon,05N02,1993.0,April,21
Taos Canyon,05N02,1994.0,April,33
Taos Canyon,05N02,1995.0,April,12
Taos Canyon,05N02,1996.0,April,9
Taos Canyon,05N02,1997.0,April,10
Taos Canyon,05N02,1998.0,April,16
Taos Canyon,05N02,1999.0,April,0
Taos Canyon,05N02,2000.0,April,8
Taos Canyon,05N02,2001.0,April,13
Taos Canyon,05N02,2002.0,April,6
Taos Canyon,05N02,2003.0,April,20
Taos Canyon,05N02,2004.0,April,0
Taos Canyon,05N02,2005.0,April,31
Taos Canyon,05N02,2006.0,April,4
Taos Canyon,05N02,2007.0,April,8
Taos Canyon,05N02,2008.0,April,17
Taos Canyon,05N02,2009.0,April,9
Taos Canyon,05N02,2010.0,April,40
Taos Canyon,05N02,2011.0,April,0
Taos Canyon,05N02,2012.0,April,5
Taos Canyon,05N02,2013.0,April,10
Taos Canyon,05N02,2014.0,April,1
Taos Canyon,05N02,2015.0,April,9
Taos Canyon,05N02,2016.0,April,1
Taos Canyon,05N02,2017.0,April,3
Taos Canyon,05N02,2018.0,April,1
Taos Canyon,05N02,2019.0,April,25
Taos Powderhorn,05N14,1974.0,April,55
Taos Powderhorn,05N14,1975.0,April,102
Taos Powderhorn,05N14,1976.0,April,79
Taos Powderhorn,05N14,1977.0,April,45
Taos Powderhorn,05N14,1978.0,April,74
Taos Powderhorn,05N14,1979.0,April,110
Taos Powderhorn,05N14,1980.0,April,106
Taos Powderhorn,05N14,1981.0,April,58
Taos Powderhorn,05N14,1982.0,April,66
Taos Powderhorn,05N14,1983.0,April,110
Taos Powderhorn,05N14,1989.0,April,65
Taos Powderhorn,05N14,1990.0,April,63
Taos Powderhorn,05N14,1991.0,April,105
Taos Powderhorn,05N14,1992.0,April,78
Taos Powderhorn,05N14,1993.0,April,111
Taos Powderhorn,05N14,1994.0,April,100
Taos Powderhorn,05N14,1995.0,April,108
Taos Powderhorn,05N14,1996.0,April,52
Taos Powderhorn,05N14,1997.0,April,74
Taos Powderhorn,05N14,1998.0,April,79
Taos Powderhorn,05N14,1999.0,April,61
Taos Powderhorn,05N14,2000.0,April,52
Taos Powderhorn,05N14,2001.0,April,77
Taos Powderhorn,05N14,2002.0,April,48
Taos Powderhorn,05N14,2003.0,April,90
Taos Powderhorn,05N14,2004.0,April,46
Taos Powderhorn,05N14,2005.0,April,101
Taos Powderhorn,05N14,2006.0,April,41
Taos Powderhorn,05N14,2007.0,April,48
Taos Powderhorn,05N14,2008.0,April,96
Taos Powderhorn,05N14,2009.0,April,78
Taos Powderhorn,05N14,2010.0,April,98
Taos Powderhorn,05N14,2011.0,April,50
Taos Powderhorn,05N14,2012.0,April,57
Taos Powderhorn,05N14,2013.0,April,60
Taos Powderhorn,05N14,2014.0,April,58
Taos Powderhorn,05N14,2015.0,April,57
Taos Powderhorn,05N14,2016.0,April,52
Taos Powderhorn,05N14,2017.0,April,84
Taos Powderhorn,05N14,2018.0,April,31
Taos Powderhorn,05N14,2019.0,April,88
Taos Powderhorn,05N14S,2011.0,April,54
Taos Powderhorn,05N14S,2012.0,April,80
Taos Powderhorn,05N14S,2013.0,April,51
Taos Powderhorn,05N14S,2014.0,April,55
Taos Powderhorn,05N14S,2015.0,April,51
Taos Powderhorn,05N14S,2016.0,April,53
Taos Powderhorn,05N14S,2017.0,April,101
Taos Powderhorn,05N14S,2018.0,April,26
Taos Powderhorn,05N14S,2019.0,April,82
Tres Ritos,05N04,1938.0,April,4
Tres Ritos,05N04,1939.0,April,2
Tres Ritos,05N04,1940.0,April,9
Tres Ritos,05N04,1941.0,April,35
Tres Ritos,05N04,1942.0,April,31
Tres Ritos,05N04,1943.0,April,12
Tres Ritos,05N04,1944.0,April,23
Tres Ritos,05N04,1945.0,April,29
Tres Ritos,05N04,1946.0,April,6
Tres Ritos,05N04,1947.0,April,10
Tres Ritos,05N04,1948.0,April,37
Tres Ritos,05N04,1949.0,April,25
Tres Ritos,05N04,1950.0,April,1
Tres Ritos,05N04,1951.0,April,11
Tres Ritos,05N04,1952.0,April,29
Tres Ritos,05N04,1953.0,April,3
Tres Ritos,05N04,1954.0,April,5
Tres Ritos,05N04,1955.0,April,3
Tres Ritos,05N04,1956.0,April,2
Tres Ritos,05N04,1957.0,April,18
Tres Ritos,05N04,1958.0,April,31
Tres Ritos,05N04,1959.0,April,11
Tres Ritos,05N04,1960.0,April,16
Tres Ritos,05N04,1961.0,April,21
Tres Ritos,05N04,1962.0,April,24
Tres Ritos,05N04,1963.0,April,15
Tres Ritos,05N04,1964.0,April,21
Tres Ritos,05N04,1965.0,April,34
Tres Ritos,05N04,1966.0,April,3
Tres Ritos,05N04,1967.0,April,0
Tres Ritos,05N04,1968.0,April,24
Tres Ritos,05N04,1969.0,April,18
Tres Ritos,05N04,1970.0,April,13
Tres Ritos,05N04,1971.0,April,0
Tres Ritos,05N04,1972.0,April,3
Tres Ritos,05N04,1973.0,April,40
Tres Ritos,05N04,1974.0,April,7
Tres Ritos,05N04,1975.0,April,24
Tres Ritos,05N04,1976.0,April,14
Tres Ritos,05N04,1977.0,April,7
Tres Ritos,05N04,1978.0,April,11
Tres Ritos,05N04,1979.0,April,24
Tres Ritos,05N04,1980.0,April,24
Tres Ritos,05N04,1981.0,April,9
Tres Ritos,05N04,1982.0,April,18
Tres Ritos,05N04,1983.0,April,31
Tres Ritos,05N04,1984.0,April,37
Tres Ritos,05N04,1985.0,April,25
Tres Ritos,05N04,1986.0,April,0
Tres Ritos,05N04,1987.0,April,28
Tres Ritos,05N04,1988.0,April,2
Tres Ritos,05N04,1989.0,April,2
Tres Ritos,05N04,1990.0,April,17
Tres Ritos,05N04,1991.0,April,22
Tres Ritos,05N04,1992.0,April,30
Tres Ritos,05N04,1993.0,April,22
Tres Ritos,05N04,1994.0,April,29
Tres Ritos,05N04,1995.0,April,12
Tres Ritos,05N04,1996.0,April,22
Tres Ritos,05N04,1997.0,April,0
Tres Ritos,05N04,1998.0,April,19
Tres Ritos,05N04,1999.0,April,0
Tres Ritos,05N04,2000.0,April,10
Tres Ritos,05N04,2001.0,April,17
Tres Ritos,05N04,2002.0,April,1
Tres Ritos,05N04,2003.0,April,8
Tres Ritos,05N04,2004.0,April,2
Tres Ritos,05N04,2005.0,April,19
Tres Ritos,05N04,2006.0,April,0
Tres Ritos,05N04,2007.0,April,0
Tres Ritos,05N04,2008.0,April,15
Tres Ritos,05N04,2010.0,April,18
Tres Ritos,05N04,2011.0,April,0
Tres Ritos,05N04,2013.0,April,6
Tres Ritos,05N04,2015.0,April,5
Tres Ritos,05N04,2016.0,April,1
Tres Ritos,05N04,2017.0,April,2
Tres Ritos,05N04,2018.0,April,1
Tres Ritos,05N04,2019.0,April,13
Tres Ritos,05N04S,2007.0,April,0
Tres Ritos,05N04S,2010.0,April,1
Tres Ritos,05N04S,2011.0,April,0
Tres Ritos,05N04S,2012.0,April,0
Tres Ritos,05N04S,2013.0,April,0
Tres Ritos,05N04S,2014.0,April,0
Tres Ritos,05N04S,2015.0,April,0
Tres Ritos,05N04S,2016.0,April,0
Tres Ritos,05N04S,2017.0,April,1
Tres Ritos,05N04S,2018.0,April,0
Tres Ritos,05N04S,2019.0,April,0
Vacas Locas,06N16S,2002.0,April,0
Vacas Locas,06N16S,2003.0,April,28
Vacas Locas,06N16S,2004.0,April,7
Vacas Locas,06N16S,2005.0,April,48
Vacas Locas,06N16S,2006.0,April,2
Vacas Locas,06N16S,2007.0,April,13
Vacas Locas,06N16S,2008.0,April,23
Vacas Locas,06N16S,2009.0,April,10
Vacas Locas,06N16S,2010.0,April,32
Vacas Locas,06N16S,2011.0,April,1
Vacas Locas,06N16S,2012.0,April,4
Vacas Locas,06N16S,2013.0,April,9
Vacas Locas,06N16S,2014.0,April,0
Vacas Locas,06N16S,2015.0,April,5
Vacas Locas,06N16S,2016.0,April,8
Vacas Locas,06N16S,2017.0,April,17
Vacas Locas,06N16S,2018.0,April,2
Vacas Locas,06N16S,2019.0,April,33
Wesner Springs,05P08S,2002.0,April,14
Wesner Springs,05P08S,2003.0,April,48
Wesner Springs,05P08S,2004.0,April,24
Wesner Springs,05P08S,2005.0,April,78
Wesner Springs,05P08S,2006.0,April,3
Wesner Springs,05P08S,2007.0,April,29
Wesner Springs,05P08S,2008.0,April,43
Wesner Springs,05P08S,2009.0,April,26
Wesner Springs,05P08S,2010.0,April,51
Wesner Springs,05P08S,2011.0,April,7
Wesner Springs,05P08S,2012.0,April,22
Wesner Springs,05P08S,2013.0,April,14
Wesner Springs,05P08S,2014.0,April,15
Wesner Springs,05P08S,2015.0,April,32
Wesner Springs,05P08S,2016.0,April,28
Wesner Springs,05P08S,2017.0,April,23
Wesner Springs,05P08S,2018.0,April,0
Wesner Springs,05P08S,2019.0,April,55
Whiskey Creek,08N03,1986.0,April,15
Whiskey Creek,08N03,1987.0,April,34
Whiskey Creek,08N03,1988.0,April,23
Whiskey Creek,08N03,1989.0,April,11
Whiskey Creek,08N03,1990.0,April,11
Whiskey Creek,08N03,1991.0,April,43
Whiskey Creek,08N03,1992.0,April,27
Whiskey Creek,08N03,1993.0,April,30
Whiskey Creek,08N03,1994.0,April,17
Whiskey Creek,08N03,1995.0,April,30
Whiskey Creek,08N03,1996.0,April,9
Whiskey Creek,08N03,1997.0,April,16
Whiskey Creek,08N03,1998.0,April,38
Whiskey Creek,08N03,1999.0,April,0
Whiskey Creek,08N03,2000.0,April,26
Whiskey Creek,08N03,2001.0,April,16
Whiskey Creek,08N03,2002.0,April,0
Whiskey Creek,08N03,2003.0,April,29
Whiskey Creek,08N03,2004.0,April,6
Whiskey Creek,08N03,2005.0,April,42
Whiskey Creek,08N03,2006.0,April,8
Whiskey Creek,08N03,2007.0,April,10
Whiskey Creek,08N03,2008.0,April,28
Whiskey Creek,08N03,2009.0,April,27
Whiskey Creek,08N03,2010.0,April,42
Whiskey Creek,08N03,2011.0,April,16
Whiskey Creek,08N03,2012.0,April,15
Whiskey Creek,08N03,2013.0,April,13
Whiskey Creek,08N03,2014.0,April,7
Whiskey Creek,08N03,2015.0,April,4
Whiskey Creek,08N03,2016.0,April,6
Whiskey Creek,08N03,2017.0,April,20
Whiskey Creek,08N03,2018.0,April,4
Whiskey Creek,08N03,2019.0,April,44
Bateman,06N04S,2002.0,May,0
Bateman,06N04S,2003.0,May,0
Bateman,06N04S,2004.0,May,0
Bateman,06N04S,2005.0,May,132
Bateman,06N04S,2007.0,May,2
Bateman,06N04S,2008.0,May,9
Bateman,06N04S,2009.0,May,1
Bateman,06N04S,2010.0,May,9
Bateman,06N04S,2011.0,May,0
Bateman,06N04S,2012.0,May,0
Bateman,06N04S,2013.0,May,0
Bateman,06N04S,2014.0,May,0
Bateman,06N04S,2015.0,May,0
Bateman,06N04S,2016.0,May,1
Bateman,06N04S,2017.0,May,13
Bateman,06N04S,2018.0,May,0
Bateman,06N04S,2019.0,May,6
Boon,08P06,2019.0,May,0
Chamita,06N03S,2002.0,May,0
Chamita,06N03S,2003.0,May,0
Chamita,06N03S,2004.0,May,1
Chamita,06N03S,2005.0,May,5
Chamita,06N03S,2011.0,May,0
Chamita,06N03S,2012.0,May,0
Chamita,06N03S,2013.0,May,0
Chamita,06N03S,2014.0,May,0
Chamita,06N03S,2015.0,May,0
Chamita,06N03S,2016.0,May,0
Chamita,06N03S,2017.0,May,0
Chamita,06N03S,2018.0,May,0
Chamita,06N03S,2019.0,May,0
Dan Valley,08P05,2019.0,May,0
Elk Cabin,05P04S,2002.0,May,0
Elk Cabin,05P04S,2003.0,May,0
Elk Cabin,05P04S,2004.0,May,0
Elk Cabin,05P04S,2005.0,May,1
Elk Cabin,05P04S,2006.0,May,0
Elk Cabin,05P04S,2007.0,May,0
Elk Cabin,05P04S,2008.0,May,0
Elk Cabin,05P04S,2009.0,May,0
Elk Cabin,05P04S,2010.0,May,1
Elk Cabin,05P04S,2011.0,May,0
Elk Cabin,05P04S,2012.0,May,0
Elk Cabin,05P04S,2013.0,May,0
Elk Cabin,05P04S,2014.0,May,0
Elk Cabin,05P04S,2015.0,May,0
Elk Cabin,05P04S,2016.0,May,0
Elk Cabin,05P04S,2017.0,May,4
Elk Cabin,05P04S,2018.0,May,0
Elk Cabin,05P04S,2019.0,May,0
Frisco Divide,08S01S,2002.0,May,0
Frisco Divide,08S01S,2003.0,May,0
Frisco Divide,08S01S,2009.0,May,25
Frisco Divide,08S01S,2010.0,May,1
Frisco Divide,08S01S,2011.0,May,0
Frisco Divide,08S01S,2012.0,May,0
Frisco Divide,08S01S,2013.0,May,0
Frisco Divide,08S01S,2014.0,May,0
Frisco Divide,08S01S,2015.0,May,0
Frisco Divide,08S01S,2016.0,May,0
Frisco Divide,08S01S,2017.0,May,0
Frisco Divide,08S01S,2018.0,May,0
Frisco Divide,08S01S,2019.0,May,0
Gallegos Peak,05N18S,2002.0,May,0
Gallegos Peak,05N18S,2003.0,May,15
Gallegos Peak,05N18S,2004.0,May,3
Gallegos Peak,05N18S,2005.0,May,22
Gallegos Peak,05N18S,2006.0,May,0
Gallegos Peak,05N18S,2007.0,May,3
Gallegos Peak,05N18S,2008.0,May,0
Gallegos Peak,05N18S,2009.0,May,0
Gallegos Peak,05N18S,2010.0,May,2
Gallegos Peak,05N18S,2011.0,May,0
Gallegos Peak,05N18S,2012.0,May,0
Gallegos Peak,05N18S,2013.0,May,0
Gallegos Peak,05N18S,2014.0,May,0
Gallegos Peak,05N18S,2015.0,May,0
Gallegos Peak,05N18S,2016.0,May,0
Gallegos Peak,05N18S,2017.0,May,6
Gallegos Peak,05N18S,2018.0,May,0
Gallegos Peak,05N18S,2019.0,May,0
Hematite Park,05N03,1975.0,May,6
Hopewell,06N14S,2002.0,May,0
Hopewell,06N14S,2003.0,May,24
Hopewell,06N14S,2004.0,May,31
Hopewell,06N14S,2005.0,May,44
Hopewell,06N14S,2006.0,May,6
Hopewell,06N14S,2007.0,May,22
Hopewell,06N14S,2008.0,May,41
Hopewell,06N14S,2009.0,May,33
Hopewell,06N14S,2010.0,May,36
Hopewell,06N14S,2011.0,May,34
Hopewell,06N14S,2012.0,May,0
Hopewell,06N14S,2013.0,May,7
Hopewell,06N14S,2014.0,May,4
Hopewell,06N14S,2015.0,May,9
Hopewell,06N14S,2016.0,May,23
Hopewell,06N14S,2017.0,May,48
Hopewell,06N14S,2018.0,May,0
Hopewell,06N14S,2019.0,May,32
Lookout Mountain,07S04S,2002.0,May,0
Lookout Mountain,07S04S,2003.0,May,1
Lookout Mountain,07S04S,2004.0,May,1
Lookout Mountain,07S04S,2005.0,May,0
Lookout Mountain,07S04S,2010.0,May,0
Lookout Mountain,07S04S,2011.0,May,0
Lookout Mountain,07S04S,2012.0,May,0
Lookout Mountain,07S04S,2013.0,May,0
Lookout Mountain,07S04S,2014.0,May,0
Lookout Mountain,07S04S,2015.0,May,0
Lookout Mountain,07S04S,2016.0,May,0
Lookout Mountain,07S04S,2017.0,May,0
Lookout Mountain,07S04S,2018.0,May,0
Lookout Mountain,07S04S,2019.0,May,0
Mcgaffey,08P07,2019.0,May,0
Mcknight Cabin,07S03S,2004.0,May,2
Mcknight Cabin,07S03S,2006.0,May,0
Mcknight Cabin,07S03S,2007.0,May,0
Mcknight Cabin,07S03S,2009.0,May,0
Mcknight Cabin,07S03S,2010.0,May,1
Mcknight Cabin,07S03S,2011.0,May,0
Mcknight Cabin,07S03S,2012.0,May,0
Mcknight Cabin,07S03S,2013.0,May,0
Mcknight Cabin,07S03S,2014.0,May,0
Mcknight Cabin,07S03S,2015.0,May,0
Mcknight Cabin,07S03S,2016.0,May,0
Mcknight Cabin,07S03S,2017.0,May,0
Mcknight Cabin,07S03S,2018.0,May,0
Mcknight Cabin,07S03S,2019.0,May,0
Navajo Whiskey Ck,08N03S,2011.0,May,0
Navajo Whiskey Ck,08N03S,2012.0,May,0
Navajo Whiskey Ck,08N03S,2013.0,May,0
Navajo Whiskey Ck,08N03S,2014.0,May,3
Navajo Whiskey Ck,08N03S,2015.0,May,0
Navajo Whiskey Ck,08N03S,2016.0,May,3
Navajo Whiskey Ck,08N03S,2017.0,May,0
Navajo Whiskey Ck,08N03S,2018.0,May,0
